Column1,Column2,Column3,Column4,Column5
,tarupu,taru/tā[DEDR3098],abs.,
,tarum,taru/tā[DEDR3098],pey.,
,tarum,taru/tā[DEDR3098],,
,tarūum,taru/tā[DEDR3098],m.l.|pey.,
,tarumār,taru/tā[DEDR3098],inf.,
,taruvatu,taru/tā[DEDR3098],part.n.|n.sg.|i.a.,
,taruvaṉa,taru/tā[DEDR3098],part.n.|n.pl.|i.a.,
,taruvaṉar,taru/tā[DEDR3098],part.n.|i.a.|3.,
,taruvēm,taru/tā[DEDR3098],part.n.|i.a.|pl.|1.,
,taruvēṉ,taru/tā[DEDR3098],part.n.|i.a.|sg.|1.,
,taruvōṉ,taru/tā[DEDR3098],part.n.|m.sg.|i.a.,
,tā,taru/tā[DEDR3098],ipt.,
,tātal,taru/tā[DEDR3098],v.n.,
,tāral,taru/tā[DEDR3098],ipt.|neg.,
,tāralar,taru/tā[DEDR3098],neg.|3.,
,tārāy,taru/tā[DEDR3098],ipt.|sg.|2.,
,taravu,taru/tā[DEDR3098],n.,
,taraviṉ,taru/tā[DEDR3098],obl.,
tarukku,,tarukku[DEDR3099],v.5.,to be proud
,tarukkiya,tarukku[DEDR3099],p.a.|pey.,
talai,,talai,loc.,suff.
talai,,talai[TL],n.,"(not DEDR):  place, area"
,talaiya,talai[TL],pron.n.|n.pl.,
talai,,talai[DEDR3103],n.,head
,talai,talai[DEDR3103],n.,
,talaiyiṉ,talai[DEDR3103],obl.,
,talaiya,talai[DEDR3103],adj.,
,talaiya,talai[DEDR3103],pron.n.|n.pl.,
,talaiyar,talai[DEDR3103],pron.n.|3.,
,talaiyai,talai[DEDR3103],pron.n.|sg.|2.,
,talaivar,talai[DEDR3103],pron.n.|3.,
,talaivaṉ,talai[DEDR3103],pron.n.|m.sg.,
,talaiva,talai[DEDR3103],voc.,
,talaippeyaṟku,talai[DEDR3103],dat.|v.n.|n.,
talai,,talai[TL]2,v.4.|v.5.|v.r.,"(not DEDR): /1 (TL: ) to offer, to bestow, to shower –"
,talaii,talai[TL]2,abs.,
,talaiiya,talai[TL]2,p.a.|pey.,
,talaiiya,talai[TL]2,inf.,
,talaika,talai[TL]2,sub.,
,talaittu,talai[TL]2,abs.,
,talaippa,talai[TL]2,inf.,
,talaiya,talai[TL]2,inf.,
,talaiyiṉṟu,talai[TL]2,n.sg.|p.a.,
talaikkoḷ,,talaikkoḷ[TL],v.2.,to grow in abundance; to take possession of
,talaikkoṇṭa,talaikkoḷ[TL],p.a.|pey.,
,talaikkoṇṭu,talaikkoḷ[TL],abs.,
,talaikkoḷāa,talaikkoḷ[TL],abs.|neg.,
talaitā,,talaitā[TL],3.,~ simplex v. 1 ( to show one’s great love for a woman by clasping her in the arms)
,talaittantōy,talaitā[TL],part.n.|p.a.|sg.|2.,
,talaittarutal,talaitā[TL],v.n.,
,talaittarum,talaitā[TL],,
,talaittarūum,talaitā[TL],pey.,
talaippaṭu,,talaippaṭu[TL],v.6.,to meet; ~ simplex
,talaippaṭāa,talaippaṭu[TL],neg.|pey.,
,talaippaṭṭa,talaippaṭu[TL],p.a.|pey.,
,talaippaṭiṉ,talaippaṭu[TL],cond.,
,talaippaṭutal,talaippaṭu[TL],v.n.,
,talaippaṭutum,talaippaṭu[TL],sub.|pl.|1.,
,talaippaṭum,talaippaṭu[TL],,
talaippiri,,talaippiri[TL],v.4.,to separate
,talaippiriyātu,talaippiri[TL],abs.|neg.,
,talaippirivu,talaippiri[TL],n.,
,talaipiri,talaippiri[TL],v.4.,
,talaipiriyātu,talaippiri[TL],abs.|neg.,
talaippuṇar,,talaippuṇar[TL],v.11.|tr.,to combine
,talaippuṇarttu,talaippuṇar[TL],abs.,
,talaippuṇar,talaippuṇar[TL],v.4.|tr.,
,talaippuṇarntu,talaippuṇar[TL],abs.,
talaippey,,talaippey[TL],v.1.,"to gather, to meet"
,talaippeyta,talaippey[TL],p.a.|pey.,
,talaippeya,talaippey[TL],inf.,
talaippeyar,,talaippeyar[TL],v.11.,to recover
,talaippeyar[TL],talaippeyar[TL],pey.,
talaippeyar,,talaippeyar[TL]2,v.4.,to gather together
,talaippeyarntu,talaippeyar[TL]2,abs.,
,talaipeyarntu,talaippeyar[TL]2,abs.,
,talaippeyara,talaippeyar[TL]2,inf.,
,talaippeyarum,talaippeyar[TL]2,pey.,
talaipō,,talaipō[TL],v.5.,to come to an end
,talaipōkāmai,talaipō[TL],neg.,
talaimaṇa,,talaimaṇa[TL],v.12.,to be entangled
,talaimaṇanta,talaimaṇa[TL],p.a.|pey.,
,talaimaṇantaṉṟu,talaimaṇa[TL],n.sg.|p.a.,
,talaimaṇantu,talaimaṇa[TL],abs.,
talaimayaṅku,,talaimayaṅku[TL],v.5.,to be confused
,talaimayaṅkiya,talaimayaṅku[TL],p.a.|pey.,
talaiyaḷi,,talaiyaḷi[TL],v.11.,to protect
,talaiyaḷippiṉum,talaiyaḷi[TL],conc.,
talaiyiṭu,,talaiyiṭu[TL],v.6.,to engage
,talaiyiṭṭu,talaiyiṭu[TL],abs.,
talaivā,,talaivā[TL],3.,v. 1 to come to pass
,talaivanta,talaivā[TL],p.a.|pey.,
,talaivantu,talaivā[TL],abs.,
,talaivanteṉa,talaivā[TL],caus.|abs.,
,talaivariṉ,talaivā[TL],cond.,
talaiyāṟṟu,,talaiyāṟṟu[TL],obl.|p.n.,AN index (not ):  of talaiyāṟu  of a place
talaiyiḻa,,talaiyiḻa[TL],v.12.,(not )  to lose
,talaiyiḻantu,talaiyiḻa[TL],abs.,
tavvu,,tavvu[DEDR3068],v.5.,to lessen
,tavviṉa,tavvu[DEDR3068],n.pl.|p.a.,
,tauviṉa,tavvu[DEDR3068],n.pl.|p.a.,
tavveṉ,,tavveṉ[TL],v.8.|id.,denoting heat
,tavveṉṟaṉṟu,tavveṉ[TL],n.sg.|p.a.,
,tavveṉa,tavveṉ[TL],inf.,
tava,,tava[DEDR3106],adv.,very
tavam,,tavam,n.,< Skt. tapas  penance
,tavaciyar,tavam,n.,
tavar,,tavar[DEDR3078],n.,hole in a plank
,tavariṉ,tavar[DEDR3078],obl.,
,tavar,tavar[DEDR3078],v.4.|v.r.,
tavaḻ,,tavaḻ[DEDR3109],v.4.|v.r.,?:  to cover
,tavaḻnta,tavaḻ[DEDR3109],p.a.|pey.,
,tavaḻum,tavaḻ[DEDR3109],,
,tavaḻum,tavaḻ[DEDR3109],pey.,
tavaḷai,,tavaḷai[DEDR3110],n.,frog
tavaṟu,,tavaṟu[DEDR3071],n.,mistake
,tavaṟiṉ,tavaṟu[DEDR3071],obl.,
,tavaṟu,tavaṟu[DEDR3071],v.5.,
,tavaṟiṉum,tavaṟu[DEDR3071],conc.,
,tavaṟīi,tavaṟu[DEDR3071],abs.,
tavir,,tavir[DEDR3113],v.11.|v.r.,to restrain –
,tavirkkum,tavir[DEDR3113],pey.,
,tavirkkuvam,tavir[DEDR3113],i.a.|pl.|1.,
,tavirtta,tavir[DEDR3113],p.a.|pey.,
,tavirttu,tavir[DEDR3113],abs.,
,tavirppa,tavir[DEDR3113],inf.,
,tavirātu,tavir[DEDR3113],abs.|neg.,
,tavir,tavir[DEDR3113],v.4.|v.r.,
,tavirka,tavir[DEDR3113],sub.,
,tavirnta,tavir[DEDR3113],p.a.|pey.,
,tavirntaṉṟu,tavir[DEDR3113],n.sg.|p.a.,
,tavirntaṉam,tavir[DEDR3113],p.a.|pl.|1.,
,tavirtaṉir,tavir[DEDR3113],p.a.|pl.|2.,
,tavirntu,tavir[DEDR3113],abs.,
,tavirntōṉ,tavir[DEDR3113],part.n.|m.sg.|p.a.,
,tavira,tavir[DEDR3113],inf.,
,taviralar,tavir[DEDR3113],neg.|3.,
,tavirā,tavir[DEDR3113],abs.|neg.,
,tavirā,tavir[DEDR3113],neg.|pey.,
,tavirāṉ,tavir[DEDR3113],m.sg.|neg.,
,tavirum,tavir[DEDR3113],pey.,
,tavirvu,tavir[DEDR3113],n.,
,tavirtantōṉ,tavir[DEDR3113],part.n.|m.sg.|p.a.,
,tavirtantōḷ,tavir[DEDR3113],part.n.|f.sg.|p.a.,
tavu,,tavu[DEDR3068],v.5.,"to be reduced, to be ruined"
,taval,tavu[DEDR3068],v.n.,
,tavāa,tavu[DEDR3068],neg.|pey.,
,tavāaliyar,tavu[DEDR3068],neg.|opt.,
taḻaṅku,,taḻaṅku[TL],v.5.|v.r.,"(not DEDR):  to sound, to resound (no taḻuṅku)"
taḻal,,taḻal[TL],n.,(not DEDR):  device for scaring away birds from the corn
,taḻalai,taḻal[TL],acc.,
taḻuvu,,taḻuvu[DEDR3116],v.5.|v.r.,to embrace
,taḻīi,taḻuvu[DEDR3116],abs.,
,taḻīiya,taḻuvu[DEDR3116],p.a.|pey.,
,taḻīiya,taḻuvu[DEDR3116],inf.,
,taḻīiyar,taḻuvu[DEDR3116],inf.,
,taḻīiyiṉaṉ,taḻuvu[DEDR3116],p.a.|sg.|1.,
,taḻīiyiṉeṉ,taḻuvu[DEDR3116],p.a.|sg.|1.,
,taḻīiyiṉēṉ,taḻuvu[DEDR3116],p.a.|sg.|1.,
,taḻīiyaṟṟu,taḻuvu[DEDR3116],n.sg.|p.a.|pey.,
,taḻīiyiṉaṉ,taḻuvu[DEDR3116],m.sg.|p.a.,
,taḻīiyiṉum,taḻuvu[DEDR3116],conc.,
,taḻuva,taḻuvu[DEDR3116],inf.,
,taḻuvi,taḻuvu[DEDR3116],abs.,
,taḻuvukam,taḻuvu[DEDR3116],sub.|pl.|1.,
,taḻūu,taḻuvu[DEDR3116],abs.,
,taḻūukam,taḻuvu[DEDR3116],sub.|pl.|1.,
,taḻūum,taḻuvu[DEDR3116],pey.,
,taḻūu,taḻuvu[DEDR3116],n.,
taḻuvaṇi,,taḻuvaṇi,v.r.|n.,(i.o.)  + aṇi  a kind of women’s dance?!
,taḻuuvaṇi,taḻuvaṇi,,
taḻumpaṉ,,taḻumpaṉ[TL],p.n.,(PN 348.5):  of a chieftain
taḻai,,taḻai[DEDR3119],n.,foliage
,taḻaiyiṉum,taḻai[DEDR3119],comp.,
,taḻaiyar,taḻai[DEDR3119],pron.n.|3.,
,taḻaiyōr,taḻai[DEDR3119],pron.n.|3.,
taḷ,,taḷ[DEDR3123],v.9.,to hinder
,taṭpa,taḷ[DEDR3123],inf.,
taḷaṅkāy,,taḷaṅkāy,p.n.,(not AN index)  of a Cēra king
taḷar,,taḷar[DEDR3127],v.4.|v.r.,to slacken
,taḷarnta,taḷar[DEDR3127],p.a.|pey.,
,taḷarpu,taḷar[DEDR3127],abs.,
,taḷara,taḷar[DEDR3127],inf.,
,taḷarā,taḷar[DEDR3127],abs.|neg.,
,taḷariṉum,taḷar[DEDR3127],conc.,
,taḷarum,taḷar[DEDR3127],pey.,
,taḷarvu,taḷar[DEDR3127],n.,
taḷavam,,taḷavam[TL],n.,golden (TVG: red) jasmine (Jasminum humile)
,taḷavamoṭu,taḷavam[TL],soc.,
,taḷavu,taḷavam[TL],n.,
,taḷaviṉ,taḷavam[TL],obl.,
taḷi,,taḷi[DEDR3435],n.,drop
,taḷiyoṭu,taḷi[DEDR3435],soc.,
,taḷi,taḷi[DEDR3435],v.11.|v.r.,
,taḷitaru,taḷi[DEDR3435],v.r.,
taḷir,,taḷir[DEDR3131],n.,sprout
,taḷiriṉ,taḷir[DEDR3131],obl.,
,taḷiroṭu,taḷir[DEDR3131],soc.,
,taḷira,taḷir[DEDR3131],n.pl.,
,taḷir,taḷir[DEDR3131],v.11.,
,taḷirppa,taḷir[DEDR3131],inf.,
taḷai,,taḷai[DEDR3133],r.n.,bond
,taḷai,taḷai[DEDR3133],v.11.,
,taḷaippa,taḷai[DEDR3133],inf.,
taṟi,,taṟi[DEDR3140],n.,post of wood
taṟukaṇ,,taṟukaṇ[TL],n.,"(not DEDR):  valour, bravery, fearlessness"
taṉmai,,taṉmai[DEDR3196],n.,"character, disposition"
,taṉmaiyiṉ,taṉmai[DEDR3196],obl.,
,taṉmaiyatu,taṉmai[DEDR3196],pron.n.|n.sg.|n.,
taṉam,,taṉam,n.,< Skt. dhana-  wealth
tā,,tā[DEDR3068],n.,blemish
tā,,tā[TL],n.,(not DEDR):  strength
tā,,tā[DEDR3177],n.,"rushing, leaping"
,tāa,tā[DEDR3177],m.l.,
,tāviṉ,tā[DEDR3177],obl.,
tāam,,tāam,m.l.,of tām
tākku,,tākku[DEDR3150],v.5.|v.r.,to attack –
,tākka,tākku[DEDR3150],inf.,
,tākkaliṉ,tākku[DEDR3150],obl.|v.n.,
,tākki,tākku[DEDR3150],abs.,
,tākkiya,tākku[DEDR3150],p.a.|pey.,
,tākkum,tākku[DEDR3150],pey.,
,tākkuvēṉ,tākku[DEDR3150],i.a.|sg.|1.,
tāṅku,,tāṅku[DEDR3153],v.5.|v.r.,to endure
,tāṅku,tāṅku[DEDR3153],ipt.,
,tāṅka,tāṅku[DEDR3153],inf.,
,tāṅkavum,tāṅku[DEDR3153],conc.,
,tāṅkal,tāṅku[DEDR3153],v.n.,
,tāṅkalam,tāṅku[DEDR3153],neg.|pl.|1.,
,tāṅkalar,tāṅku[DEDR3153],neg.|3.,
,tāṅkā,tāṅku[DEDR3153],neg.|pey.,
,tāṅkātu,tāṅku[DEDR3153],abs.|neg.,
,tāṅki,tāṅku[DEDR3153],abs.,
,tāṅkiya,tāṅku[DEDR3153],p.a.|pey.,
,tāṅkiya,tāṅku[DEDR3153],inf.,
,tāṅkutal,tāṅku[DEDR3153],v.n.,
,tāṅkupu,tāṅku[DEDR3153],abs.,
,tāṅkum,tāṅku[DEDR3153],pey.,
,tāṅkumati,tāṅku[DEDR3153],ipt.,
,tāṅkuveṉ,tāṅku[DEDR3153],i.a.|sg.|1.,
tāṭi,,tāṭi[TL],n.,(not DEDR; Kali 15.6):  beard
tātu,,tātu[DEDR3159],n.,pollen
,tātiṉ,tātu[DEDR3159],obl.,
,tātoṭu,tātu[DEDR3159],soc.,
tātai,,tātai,n.,< Skt. tāta-  father
tāpatar,,tāpatar,pron.n.|3.|n.,of tāpatam < Skt. tāpasa-  abode of an ascetic
tām,,tām[DEDR3162],dem.pron.|pron.|pl.|3.,/refl. /
,tāam,tām[DEDR3162],m.l.,
,tam,tām[DEDR3162],obl.,
,tamakku,tām[DEDR3162],dat.,
,tamatu,tām[DEDR3162],gen.,
,tammoṭu,tām[DEDR3162],soc.,
,tammōṉ,tām[DEDR3162],pron.n.|m.sg.,
,tamatu,tām[DEDR3162],pron.n.|n.sg.,
,tamar,tām[DEDR3162],pron.n.|3.,
,tamariṉ,tām[DEDR3162],obl.,
,tamarāl,tām[DEDR3162],inst.,
,tami,tām[DEDR3162],n.,
,tamiyiṉ,tām[DEDR3162],obl.,
,tamiya,tām[DEDR3162],pron.n.|n.pl.,
,tamiyam,tām[DEDR3162],pron.n.|pl.|1.,
,tamiyar,tām[DEDR3162],pron.n.|3.,
,tamiyaḷ,tām[DEDR3162],pron.n.|f.sg.,
,tamiyaṉ,tām[DEDR3162],pron.n.|m.sg.,
,tamiyaṉ,tām[DEDR3162],pron.n.|sg.|1.,
,tamiyaṉiṉ,tām[DEDR3162],pron.n.|m.sg.|obl.,
,tamiyēm,tām[DEDR3162],pron.n.|pl.|1.,
,tamiyeṉ,tām[DEDR3162],pron.n.|sg.|1.,
,tamiyēṉ,tām[DEDR3162],pron.n.|sg.|1.,
,tamiyēṟku,tām[DEDR3162],pron.n.|dat.|sg.|1.,
,tamiyai,tām[DEDR3162],pron.n.|sg.|2.,
,tamiyōr,tām[DEDR3162],pron.n.|3.,
,tamiyōrkku,tām[DEDR3162],dat.,
,tamiyōṉ,tām[DEDR3162],m.sg.,
tāmpu,,tāmpu[TL],n.,(not DEDR):  rope
tāmam,,tāmam[TL],n.,(not DEDR):  string
tāmarai,,tāmarai[DEDR3163],n.,lotus (Nelumbium speciosum)
,tāmaraikku,tāmarai[DEDR3163],dat.,
tāy,,tāy[DEDR364],n.,mother
,tāykku,tāy[DEDR364],dat.,
,tāyai,tāy[DEDR364],acc.,
,tāyar,tāy[DEDR364],,
,tāyaroṭu,tāy[DEDR364],soc.,
,tāyarōṭ’,tāy[DEDR364],san.|soc.,
,tāyōr,tāy[DEDR364],,
tāyam,,tāyam[TL],n.,(not DEDR):  inheritance
tār,,tār[DEDR3167],n.,?:  garland
,tār,tār[DEDR3167],n.,
,tāar,tār[DEDR3167],m.l.,
,tāraṉ,tār[DEDR3167],pron.n.|m.sg.,
tāram,,tāram[TL],n.,(not DEDR):  musical mode
tāram,,tāram[TL]2,n.,(not DEDR):  valuable article; TVG: edible things
tāli,,tāli[DEDR3175],n.,necklace
tāvattu,,tāvattu,obl.|n.,of tāvam < Skt. tāpa-  distress
tāvu,,tāvu[DEDR3177],v.5.|v.r.,"to leap over, to spread –"
,tāvu,tāvu[DEDR3177],r.n.,
,tāvuvaṉa,tāvu[DEDR3177],n.pl.|i.a.,
,tāam,tāvu[DEDR3177],pey.,
,tāay,tāvu[DEDR3177],abs.,
,tāaval,tāvu[DEDR3177],v.n.,
,tāya,tāvu[DEDR3177],p.a.|pey.,
,tāya,tāvu[DEDR3177],inf.,
,tāaya,tāvu[DEDR3177],p.a.|pey.,
,tāaya,tāvu[DEDR3177],inf.,
,tāva,tāvu[DEDR3177],inf.,
,tāava,tāvu[DEDR3177],inf.|m.l.,
,tāvaṉa,tāvu[DEDR3177],part.n.|n.pl.|i.a.,
,tāvum,tāvu[DEDR3177],pey.,
,tāavum,tāvu[DEDR3177],pey.,
,tāvu,tāvu[DEDR3177],n.,
,tāveṉa,tāvu[DEDR3177],adv.,
tāvu,,tāvu[TL],n.,< tāḻvu  resting-place
tāvu,,tāvu[DEDR3068],v.5.,to perish
,tāvā,tāvu[DEDR3068],neg.|pey.,
tāḻ,,tāḻ[TL],n.,(based on this passage):  a kind of finger-ring
tāḻ,,tāḻ[DEDR3179],n.,"bolt, bar, latch, block"
tāḻ,,tāḻ[DEDR3178],v.4.|v.r.,to hang down
,tāḻnta,tāḻ[DEDR3178],p.a.|pey.,
,tāḻntaṉṟu,tāḻ[DEDR3178],n.sg.|p.a.,
,tāḻntaṉa,tāḻ[DEDR3178],n.pl.|p.a.,
,tāḻntu,tāḻ[DEDR3178],abs.,
,tāḻpaṉṉa,tāḻ[DEDR3178],comp.|pey.,
,tāḻpu,tāḻ[DEDR3178],abs.,
,tāḻa,tāḻ[DEDR3178],inf.,
,tāḻātu,tāḻ[DEDR3178],abs.|neg.,
,tāḻāatu,tāḻ[DEDR3178],abs.|neg.,
,tāḻppu,tāḻ[DEDR3178],n.,
,tāḻvu,tāḻ[DEDR3178],n.,
,tāḻvu,tāḻ[DEDR3178],n.,
,tāḻviṉ,tāḻ[DEDR3178],obl.,
,tāḻntupaṭṭaṉṟu,tāḻ[DEDR3178],n.sg.|p.a.,
,tāḻntupaṭṭaṉa,tāḻ[DEDR3178],n.pl.|p.a.,
tāḻi,,tāḻi[DEDR3182],n.,large pot
,tāḻiṉ,tāḻi[DEDR3182],obl.,
tāḻai,,tāḻai[DEDR3183],n.,fragrant screwpine (Pandanus odoratissimus)
,tāḻai,tāḻai[DEDR3183],,
,tāḻaiyoṭu,tāḻai[DEDR3183],soc.,
,tāḻaiyam,tāḻai[DEDR3183],adj.,
tāḷ,,tāḷ[DEDR3185],n.,"foot, leg"
,tāḷatu,tāḷ[DEDR3185],pron.n.|n.sg.,
,tāḷaḷ,tāḷ[DEDR3185],inst.,
,tāḷam,tāḷ[DEDR3185],adj.,
tāḷ,,tāḷ[TL],n.,(not DEDR):  effort
,tāḷiṉ,tāḷ[TL],obl.,
,tāḷāl,tāḷ[TL],inst.,
tāḷam,,tāḷam[TL],n.,(not DEDR):  time-measure
tāḷi,,tāḷi[TL],n.,palmyra palm (Borassus flabelifer); hedge bind-weed (Ipomaea sepiaria)
tāṟu,,tāṟu[DEDR3189],n.,bunch
tāṉ,,tāṉ[DEDR3196],dem.pron.|pron.|sg.|3.,/refl.
,taṉ,tāṉ[DEDR3196],obl.,
,taṉakku,tāṉ[DEDR3196],dat.,
,taṉātu,tāṉ[DEDR3196],gen.,
,taṉṉiṉum,tāṉ[DEDR3196],comp.,
,taṉṉoṭu,tāṉ[DEDR3196],soc.,
,taṟku,tāṉ[DEDR3196],dat.,
,taṉir,tāṉ[DEDR3196],pron.n.|pl.|2.,
,taṉṉaiyar,tāṉ[DEDR3196],pron.n.|3.,
,taṉi,tāṉ[DEDR3196],adj.|n.,
,taṉiyiṉ,tāṉ[DEDR3196],obl.,
,taṉiyāṉ,tāṉ[DEDR3196],loc.,
,taṉiyaṉ,tāṉ[DEDR3196],pron.n.|m.sg.,
,taṉiyēṉ,tāṉ[DEDR3196],pron.n.|sg.|1.,
,taṉiyai,tāṉ[DEDR3196],pron.n.|sg.|2.,
,taṉiyōr,tāṉ[DEDR3196],pron.n.|3.,
,taṉimai,tāṉ[DEDR3196],n.,
,taṉimaiyiṉāṉ,tāṉ[DEDR3196],loc.,
,taṉi,tāṉ[DEDR3196],v.11.,
,taṉittu,tāṉ[DEDR3196],abs.,
tāṉam,,tāṉam,n.,< Skt. dāna-  gift
tāṉai,,tāṉai,n.,< Skt. senā-  army
,tāṉaiyoṭu,tāṉai,soc.,
,tāṉaiyōṭ’,tāṉai,san.|soc.,
,tāṉaiya,tāṉai,pron.n.|n.pl.,
tāṉai,,tāṉai[TL],1.|n.,"(not DEDR; Kali 96.2, cf. Nālaṭiyar 131):  cloth 276.9"
tikaḻ,,tikaḻ[DEDR3200],v.4.|v.r.,to glitter
,tikaḻnta,tikaḻ[DEDR3200],p.a.|pey.,
,tikaḻpu,tikaḻ[DEDR3200],abs.,
,tikaḻa,tikaḻ[DEDR3200],inf.,
,tikaḻum,tikaḻ[DEDR3200],pey.,
,tikaḻtarum,tikaḻ[DEDR3200],pey.,
tikiri,,tikiri[DEDR3201],n.,discus
,tikiri,tikiri[DEDR3201],n.,
,tikiriyōṉ,tikiri[DEDR3201],pron.n.|m.sg.,
tiṅkaḷ,,tiṅkaḷ[DEDR3213],n.,"moon, month"
,tiṅkaḷiṉ,tiṅkaḷ[DEDR3213],obl.,
,tiṅkaḷoṭu,tiṅkaḷ[DEDR3213],soc.,
,tiṅkaḷam,tiṅkaḷ[DEDR3213],adj.,
ticai,,ticai,n.,< Skt. diśā-  direction
tiṇ,,tiṇ[DEDR3222],adj.,firm
,tiṇṇiya,tiṇ[DEDR3222],pron.n.|n.pl.,
,tiṇṇē,tiṇ[DEDR3222],adv.,
,tiṇi,tiṇ[DEDR3222],n.,
,tiṭpam,tiṇ[DEDR3222],n.,
,tiṇi,tiṇ[DEDR3222],v.4.|v.r.,
,tiṇintu,tiṇ[DEDR3222],abs.,
tiṇai,,tiṇai[TL],n.,(not DEDR):  family
tiṇai,,tiṇai[TL]2,n.,(not DEDR):  verandah
tittaṉ,,tittaṉ[TL],p.n.,of a Cōḻa king
titti,,titti[TL],n.,"(not DEDR):  sweets, ligth food"
titti,,titti[TL]2,n.,(not DEDR):  beauty spot
,titalai,titti[TL]2,n.,
,titalai,titti[TL]2,n.,
,titalaiya,titti[TL]2,adj.,
,titalaiyam,titti[TL]2,adj.,
,titalaiyiṉ,titti[TL]2,obl.,
tittiyam,,tittiyam[TL],n.,~ titti (cf. Skt. dīpti; i.o.):  sacrificial pit
titiyaṉ,,titiyaṉ[TL],p.n.,AN index (not ):  of a petty king
,titiyarkku,titiyaṉ[TL],dat.,
,titiyaṟku,titiyaṉ[TL],dat.,
,titiyaṉoṭu,titiyaṉ[TL],soc.,
timir,,timir[DEDR3234],v.4.,/5. to smear to press
,timirntu,timir[DEDR3234],abs.,
,timiri,timir[DEDR3234],abs.,
,timirum,timir[DEDR3234],pey.,
timil,,timil[TL],n.,(not DEDR):  boat
,timilōṉ,timil[TL],pron.n.|m.sg.,
tiraṅku,,tiraṅku[DEDR3244],v.5.|v.r.,to dry up
,tiraṅka,tiraṅku[DEDR3244],inf.,
,tiraṅki,tiraṅku[DEDR3244],abs.,
,tiraṅkiya,tiraṅku[DEDR3244],p.a.|pey.,
,tiraṅkum,tiraṅku[DEDR3244],pey.,
tiraḷ,,tiraḷ[DEDR3245],v.2.|r.n.|v.r.,to become round; to accumulate /
,tiraṇṭa,tiraḷ[DEDR3245],p.a.|pey.,
,tiraṇṭu,tiraḷ[DEDR3245],abs.,
tiri,,tiri[DEDR3246],r.n.,wick
,tiri,tiri[DEDR3246],n.,
,tiriyiṉ,tiri[DEDR3246],obl.,
,tiri,tiri[DEDR3246],v.11.|tr.,
,tiritta,tiri[DEDR3246],p.a.|pey.,
,tirittaṉṉa,tiri[DEDR3246],comp.|pey.,
,tiri,tiri[DEDR3246],v.4.|v.r.|tr.,
,tirinta,tiri[DEDR3246],p.a.|pey.,
,tirintu,tiri[DEDR3246],abs.,
,tiripu,tiri[DEDR3246],abs.,
,tiriyā,tiri[DEDR3246],abs.|neg.,
,tiriyātu,tiri[DEDR3246],abs.|neg.,
,tiriyāṉ,tiri[DEDR3246],m.sg.|neg.,
,tiriyiṉum,tiri[DEDR3246],conc.,
,tiriyum,tiri[DEDR3246],pey.,
,tiriyēṉ,tiri[DEDR3246],neg.|sg.|1.,
,tiripu,tiri[DEDR3246],n.,
,tirivu,tiri[DEDR3246],n.,
,tiritaru,tiri[DEDR3246],v.r.,
,tiritara,tiri[DEDR3246],inf.,
,tiritarupu,tiri[DEDR3246],abs.,
,tiritarum,tiri[DEDR3246],pey.,
tirimaram,,tirimaram[TL],n.,wooden mill for grinding grain
tiru,,tiru[DBIA211],n.,< Skt. śrī-  brilliance
,tiru,tiru[DBIA211],adj.,
,tiruviṉ,tiru[DBIA211],obl.,
tiruku,,tiruku[DEDR3246],v.5.,to wring
,tirukaliṉ,tiruku[DEDR3246],obl.|v.n.,
,tiruki,tiruku[DEDR3246],abs.,
,tirukiya,tiruku[DEDR3246],p.a.|pey.,
,tirukupu,tiruku[DEDR3246],abs.,
,tirukum,tiruku[DEDR3246],pey.,
tiruttu,,tiruttu[DEDR3251],v.5.,to correct
,tirutti,tiruttu[DEDR3251],abs.,
,tiruttiṉar,tiruttu[DEDR3251],p.a.|3.,
,tiruttiṉir,tiruttu[DEDR3251],p.a.|pl.|2.,
,tiruttum,tiruttu[DEDR3251],i.a.|pey.,
,tiruntu,tiruttu[DEDR3251],v.5.|v.r.,
,tirunta,tiruttu[DEDR3251],part.n.|n.pl.,
,tirunticiṉ,tiruttu[DEDR3251],opt.|p.a.|sg.|2.,
,tiruntuka,tiruttu[DEDR3251],opt.,
,tiruntupu,tiruttu[DEDR3251],abs.,
,tiruntum,tiruttu[DEDR3251],pey.,
tirumāvuṇṇi,,tirumāvuṇṇi[TL],p.n.,TVG (not ; i.o.):  of a woman
,tirumāmaṇṇi,tirumāvuṇṇi[TL],,
tirai,,tirai[DEDR3244],v.4.|v.r.,to be wrinkled –
tirai,,tirai[DEDR3244]2,n.,wave
,tiraiyiṉ,tirai[DEDR3244]2,obl.,
,tiraiyiṉum,tirai[DEDR3244]2,comp.,
,tiraiyatu,tirai[DEDR3244]2,pron.n.|n.sg.|gen.,
,tiraiya,tirai[DEDR3244]2,adj.,
tiraiyaṉ,,tiraiyaṉ[TL],p.n.,of a ruler
til,,til,,particle of desire
,tilla,til,,
tillai,,tillai[DEDR3256],n.,(TL: ib.):  blinding tree (Excoecaria crenulata); mountain slender tiger’s milk
,tillaiyam,tillai[DEDR3256],adj.,
tilakam,,tilakam,n.,< Skt. tilaka-  mark on the forehead
,tilakamoṭu,tilakam,soc.,
tivviya(m),,tivviya(m),adj.,< Skt. divya-  heavenly
,tivviya,tivviya(m),adj.,
,tivviyam,tivviya(m),adj.,
tivalai,,tivalai[DEDR3398],n.,spray
