Column1,Column2,Column3,Column4,Column5
,varuntum,varuttam[DEDR5372],,
,varuntuvam,varuttam[DEDR5372],i.a.|pl.|1.,
,varuntuvar,varuttam[DEDR5372],part.n.|i.a.|3.,
,varuntuvaḷ,varuttam[DEDR5372],f.sg.|i.a.,
,varuntuvaṉ,varuttam[DEDR5372],m.sg.|i.a.,
,varuntuvaṉ,varuttam[DEDR5372],i.a.|sg.|1.,
,varunteṉa,varuttam[DEDR5372],caus.|abs.,
,varuntaṉ,varuttam[DEDR5372],neg.|sg.|1.,
,varuntēṉ,varuttam[DEDR5372],neg.|sg.|1.,
varai,,varai[DEDR5274],n.,mountain
,varaiyiṉ,varai[DEDR5274],obl.,
,varaikku,varai[DEDR5274],dat.,
,varaiya,varai[DEDR5274],adj.,
varai,,varai[DEDR5261],n.,"measure, limit, border"
,varaittu,varai[DEDR5261],pron.n.|n.sg.,
,varaippu,varai[DEDR5261],n.,
,varaippiṉ,varai[DEDR5261],obl.,
,varaippiṉaḷ,varai[DEDR5261],pron.n.|f.sg.,
,varai,varai[DEDR5261],v.4.|v.r.,
,varainta,varai[DEDR5261],p.a.|pey.,
,varaintaṉṉa,varai[DEDR5261],comp.|pey.,
,varaintanaiyam,varai[DEDR5261],p.a.|pey.|pl.|1.,
,varaintu,varai[DEDR5261],abs.,
,varainteṉa,varai[DEDR5261],caus.|abs.,
,varaiyā,varai[DEDR5261],abs.|neg.,
,varaiyā,varai[DEDR5261],neg.|pey.,
,varaiyōṉ,varai[DEDR5261],part.n.|m.sg.|neg.,
varai,,varai[TL],v.4.,(not DEDR):  to marry
,varaintu,varai[TL],abs.,
,varainteṉa,varai[TL],caus.|abs.,
,varaiya,varai[TL],inf.,
,varaiyāmai,varai[TL],neg.|v.n.,
,varaiyiṉ,varai[TL],cond.,
,varaivu,varai[TL],n.,
val,,val[TL],n.,(not DEDR):  speed
val,,val[DEDR5276],adj.,strong
,valliṉ,val[DEDR5276],obl.,
,vallitiṉ,val[DEDR5276],adv.,
,valleṉa,val[DEDR5276],adv.,
,vallē,val[DEDR5276],adv.,
,vallai,val[DEDR5276],adv.,
,valla,val[DEDR5276],pron.n.|n.pl.,
,vallavaṉ,val[DEDR5276],pron.n.|m.sg.,
,vallaṉ,val[DEDR5276],pron.n.|m.sg.,
,vallār,val[DEDR5276],pron.n.|3.,
,vallāṉ,val[DEDR5276],pron.n.|m.sg.,
,vallir,val[DEDR5276],pron.n.|pl.|2.,
,valliṉar,val[DEDR5276],part.n.|3.,
,vallai,val[DEDR5276],pron.n.|sg.|2.,
,vallōr,val[DEDR5276],pron.n.|3.,
,vallōrkku,val[DEDR5276],pron.n.|dat.|3.,
,vallōṉ,val[DEDR5276],pron.n.|m.sg.,
,valvatu,val[DEDR5276],n.sg.,
,vaṉpulam,val[DEDR5276],n.,
,vaṉpulattu,val[DEDR5276],obl.,
,valam,val[DEDR5276],n.,
,valam,val[DEDR5276],n.,
,valattu,val[DEDR5276],obl.,
,valattar,val[DEDR5276],pron.n.|m.sg.,
,valattaḷ,val[DEDR5276],pron.n.|f.sg.,
,valattaṉ,val[DEDR5276],pron.n.|m.sg.,
,valaṉ,val[DEDR5276],n.,
,vallu,val[DEDR5276],v.5.|v.r.,
,vallaḷ,val[DEDR5276],f.sg.|neg.,
,vallā,val[DEDR5276],abs.|neg.,
,vallā,val[DEDR5276],neg.|pey.,
,vallātōr,val[DEDR5276],neg.|3.,
,vallār,val[DEDR5276],neg.|3.,
,valli,val[DEDR5276],abs.,
,vallittatu,val[DEDR5276],part.n.|n.sg.|p.a.,
,valliya,val[DEDR5276],p.a.|pey.,
,valliyar,val[DEDR5276],p.a.|3.,
,valliṟṟu,val[DEDR5276],part.n.|n.sg.|p.a.,
,valliyōr,val[DEDR5276],p.a.|3.,
,valliṉam,val[DEDR5276],p.a.|pl.|1.,
,valliṉaḷ,val[DEDR5276],f.sg.|p.a.,
,valliṉum,val[DEDR5276],conc.,
,valluna,val[DEDR5276],part.n.|n.pl.|i.a.,
,vallunam,val[DEDR5276],part.n.|i.a.|pl.|1.,
,vallunar,val[DEDR5276],part.n.|i.a.|3.,
,vallunaḷ,val[DEDR5276],part.n.|i.a.|3.,
,valluvam,val[DEDR5276],i.a.|pl.|1.,
,valluvai,val[DEDR5276],i.a.|sg.|2.,
,vallēṉ,val[DEDR5276],neg.|sg.|1.,
,valluvōr,val[DEDR5276],part.n.|i.a.|3.,
,valluvōrkku,val[DEDR5276],dat.,
valci,,valci[DEDR5287],n.,food
,valciyar,valci[DEDR5287],pron.n.|3.,
,valciyaṉ,valci[DEDR5287],pron.n.|m.sg.,
vallam,,vallam,p.n.,AN index:  of a place
,vallattu,vallam,obl.,
valliyam,,valliyam[TL],n.,(not DEDR):  tiger
vala,,vala[DEDR5288],v.12.,to encircle
,valanta,vala[DEDR5288],p.a.|pey.,
,valantaṉṟu,vala[DEDR5288],n.sg.|p.a.,
,valantaḷ,vala[DEDR5288],f.sg.|p.a.,
,valantaṉaḷ,vala[DEDR5288],f.sg.|p.a.,
,valantaṉeṉ,vala[DEDR5288],p.a.|sg.|1.,
,valantaṉaiya,vala[DEDR5288],n.pl.|p.a.|pey.,
,valantu,vala[DEDR5288],abs.,
valam,,valam[DEDR5276],n.,?:  right side; clockwise
,valaṉ,valam[DEDR5276],n.,
valampaṭu,,valampaṭu[TL],v.6.|v.r.,to be victorious –  199.21 2121 389.22
,valampaṭutta,valampaṭu[TL],p.a.|pey.,
valampuri,,valampuri[DEDR5279],n.,right-spiralled (conch)
valavaṉ,,valavaṉ[TL],n.,(not DEDR):  charioteer
,valava,valavaṉ[TL],voc.,
,valavōy,valavaṉ[TL],pron.n.|sg.|2.,
vali,,vali[DEDR5276],n.,strength
,valiyōṭ’,vali[DEDR5276],san.|soc.,
,valiya,vali[DEDR5276],adj.,
,valitu,vali[DEDR5276],pron.n.|n.sg.,
,valiya,vali[DEDR5276],pron.n.|n.pl.,
,valiyar,vali[DEDR5276],pron.n.|3.,
,valiyaḷ,vali[DEDR5276],pron.n.|f.sg.,
,valiyaṉ,vali[DEDR5276],pron.n.|m.sg.,
